yid	author	study	n	sid	nRefHom	nNonRefHom	nHets	avgDepth	nMissing
dn17b	cornell2017	hapmap3	598	dn17b#PHR58	36213693	1243423	184823	2	24534
dn17b	cornell2017	hapmap3	598	dn17b#XF27	15332693	320827	19804	1.2	4997
dn17b	cornell2017	hapmap3	598	dn17b#XF223	84318729	4033200	902662	3.4	86378
dn17b	cornell2017	hapmap3	598	dn17b#liao5110	15676001	231499	17643	1.2	4085
dn17b	cornell2017	hapmap3	598	dn17b#liao7794	36558837	679849	103305	1.7	15468
dn17b	cornell2017	hapmap3	598	dn17b#PHV53	30912471	887987	87057	1.5	16722
dn17b	cornell2017	hapmap3	598	dn17b#PHK35	51539381	1177388	334023	2.9	21210
dn17b	cornell2017	hapmap3	598	dn17b#liao2202	53227939	2386837	538043	2.7	41059
dn17b	cornell2017	hapmap3	598	dn17b#liao2204	24135141	782052	78341	1.5	20417
dn17b	cornell2017	hapmap3	598	dn17b#lan766-4-2	16189436	325740	26424	1.3	5460
dn17b	cornell2017	hapmap3	598	dn17b#liao4271	53447556	2297223	542175	2.8	39339
dn17b	cornell2017	hapmap3	598	dn17b#PHN66	42124341	1383404	212082	1.9	27883
dn17b	cornell2017	hapmap3	598	dn17b#PHT22	25411248	661645	73451	1.5	13072
dn17b	cornell2017	hapmap3	598	dn17b#PHT69	27910584	612611	55188	1.4	11029
dn17b	cornell2017	hapmap3	598	dn17b#PHN29	12578031	1276423	158585	2.1	37241
dn17b	cornell2017	hapmap3	598	dn17b#PHR25	20934792	439474	40867	1.4	7922
dn17b	cornell2017	hapmap3	598	dn17b#zhonger02	23243125	403032	48916	1.5	7659
dn17b	cornell2017	hapmap3	598	dn17b#PHNV9	17465209	281621	25149	1.3	4506
dn17b	cornell2017	hapmap3	598	dn17b#PHN73	67563191	2935330	848833	3.8	46567
dn17b	cornell2017	hapmap3	598	dn17b#PHPR5	24602866	659676	97407	1.7	9414
dn17b	cornell2017	hapmap3	598	dn17b#PHP76	37663567	1305524	254949	1.9	22881
dn17b	cornell2017	hapmap3	598	dn17b#zhong128	46657139	1729275	224612	1.9	39674
dn17b	cornell2017	hapmap3	598	dn17b#PHP02	36590499	839777	287965	1.7	19895
dn17b	cornell2017	hapmap3	598	dn17b#zhongxi042	21854362	632098	52383	1.4	11892
dn17b	cornell2017	hapmap3	598	dn17b#PHW17	49976976	893201	188368	2.1	18400
dn17b	cornell2017	hapmap3	598	dn17b#W8304	23705000	94630	30024	1.4	2559
dn17b	cornell2017	hapmap3	598	dn17b#W8555	25268141	177380	31442	1.4	3289
dn17b	cornell2017	hapmap3	598	dn17b#W64A	20282965	461014	58563	1.5	8577
dn17b	cornell2017	hapmap3	598	dn17b#W668	70421268	2491610	564794	2.8	62535
dn17b	cornell2017	hapmap3	598	dn17b#W967	34674747	1185352	122047	1.7	25187
dn17b	cornell2017	hapmap3	598	dn17b#W968	22243014	707921	70004	1.5	13084
dn17b	cornell2017	hapmap3	598	dn17b#W966	22374598	576465	50440	1.4	9776
dn17b	cornell2017	hapmap3	598	dn17b#PHT55	22092261	561011	50781	1.4	17314
dn17b	cornell2017	hapmap3	598	dn17b#W969	29445608	987148	102052	1.6	18058
dn17b	cornell2017	hapmap3	598	dn17b#W9706	56130593	2703412	530215	2.5	52395
dn17b	cornell2017	hapmap3	598	dn17b#luyuan133	49075186	2027625	532022	2.4	40096
dn17b	cornell2017	hapmap3	598	dn17b#PHK93	33114029	1098363	201274	2.1	19790
dn17b	cornell2017	hapmap3	598	dn17b#PN2-8	36350886	846763	210534	2.4	16994
dn17b	cornell2017	hapmap3	598	dn17b#PN2	35924320	1287658	147768	1.8	26344
dn17b	cornell2017	hapmap3	598	dn17b#longkang1	55503788	2208770	496723	2.2	46841
dn17b	cornell2017	hapmap3	598	dn17b#lu65	83425083	3575350	780850	3.2	84171
dn17b	cornell2017	hapmap3	598	dn17b#luosu3	60778180	2957452	662316	2.8	60214
dn17b	cornell2017	hapmap3	598	dn17b#yue39-4	57451444	2672311	613799	2.6	55232
dn17b	cornell2017	hapmap3	598	dn17b#yue89A12-1	26810091	939918	109095	1.6	16464
dn17b	cornell2017	hapmap3	598	dn17b#yue89E4-2	66433597	2932892	560542	2.7	67364
dn17b	cornell2017	hapmap3	598	dn17b#PHG35	43921934	1870886	358418	2.3	61489
dn17b	cornell2017	hapmap3	598	dn17b#yun147	39865187	1600687	221566	1.9	37924
dn17b	cornell2017	hapmap3	598	dn17b#zhangjin6	20127044	447954	30812	1.3	7290
dn17b	cornell2017	hapmap3	598	dn17b#zhangxi28	24211387	656847	74480	1.4	18166
dn17b	cornell2017	hapmap3	598	dn17b#zhen367	16918302	443279	32549	1.3	7138
dn17b	cornell2017	hapmap3	598	dn17b#zheng653	20641220	550103	63937	1.4	8861
dn17b	cornell2017	hapmap3	598	dn17b#PHK42	18906827	356081	24648	1.2	8710
dn17b	cornell2017	hapmap3	598	dn17b#mei68113	55108305	1850651	281370	2.2	47756
dn17b	cornell2017	hapmap3	598	dn17b#PHR30	29664519	728070	98231	1.6	13178
dn17b	cornell2017	hapmap3	598	dn17b#ziyu3	50385452	2134611	401088	2.4	40059
dn17b	cornell2017	hapmap3	598	dn17b#W172	31480428	538063	78743	1.7	12095
dn17b	cornell2017	hapmap3	598	dn17b#Va35	40061313	1349690	173755	1.9	27055
dn17b	cornell2017	hapmap3	598	dn17b#W238	38328143	1374228	195375	1.9	28001
dn17b	cornell2017	hapmap3	598	dn17b#W222	36618147	1213385	176012	1.8	23292
dn17b	cornell2017	hapmap3	598	dn17b#W2H03	38444677	1424859	260785	1.8	35032
dn17b	cornell2017	hapmap3	598	dn17b#W23	43177802	1772944	317228	2.3	32182
dn17b	cornell2017	hapmap3	598	dn17b#W344	72195096	3200509	731786	3	62422
dn17b	cornell2017	hapmap3	598	dn17b#mu4	26898101	906375	79879	1.5	16007
dn17b	cornell2017	hapmap3	598	dn17b#yuanwu05	44807668	2158452	361819	2.2	41912
dn17b	cornell2017	hapmap3	598	dn17b#yuanwu02	33658506	1144996	127137	1.6	22202
dn17b	cornell2017	hapmap3	598	dn17b#ys06	70001467	2284443	718982	3.8	37555
dn17b	cornell2017	hapmap3	598	dn17b#yi67	18656828	502866	44681	1.4	7243
dn17b	cornell2017	hapmap3	598	dn17b#yi49	33357197	876569	103465	1.6	19207
dn17b	cornell2017	hapmap3	598	dn17b#yi12	38984436	1255271	223100	1.9	29261
dn17b	cornell2017	hapmap3	598	dn17b#ye8001	28629267	689784	83923	1.5	13490
dn17b	cornell2017	hapmap3	598	dn17b#yan812	58020068	1142370	227606	2.3	29127
dn17b	cornell2017	hapmap3	598	dn17b#PHM81	30754485	1039908	175576	1.8	16402
dn17b	cornell2017	hapmap3	598	dn17b#ji432	47922745	2270154	309197	2.1	49540
dn17b	cornell2017	hapmap3	598	dn17b#ji53	63077076	3097259	742131	3	52199
dn17b	cornell2017	hapmap3	598	dn17b#he344	37145072	1224726	330399	2	25351
dn17b	cornell2017	hapmap3	598	dn17b#hua160	23790240	788497	106178	1.7	14453
dn17b	cornell2017	hapmap3	598	dn17b#huangchanga	123603	94	0	0.7	2
dn17b	cornell2017	hapmap3	598	dn17b#huangchangb	38394859	1644300	335006	2.6	27770
dn17b	cornell2017	hapmap3	598	dn17b#fu96	14862931	304360	21406	1.2	5726
dn17b	cornell2017	hapmap3	598	dn17b#gan41	51846690	2467475	523990	2.7	42276
dn17b	cornell2017	hapmap3	598	dn17b#guangyou5	30487645	1092572	115924	1.6	20495
dn17b	cornell2017	hapmap3	598	dn17b#han49	30832973	1021172	98398	1.6	20887
dn17b	cornell2017	hapmap3	598	dn17b#shuang741	70331239	3779722	909573	3.2	64680
dn17b	cornell2017	hapmap3	598	dn17b#MDF-13D	31568811	904350	98799	1.6	19401
dn17b	cornell2017	hapmap3	598	dn17b#MM402A	26757657	812647	90819	1.5	13477
dn17b	cornell2017	hapmap3	598	dn17b#PHWG5	19555322	433631	38854	1.3	6901
dn17b	cornell2017	hapmap3	598	dn17b#T24	68000371	2823426	541755	2.7	66030
dn17b	cornell2017	hapmap3	598	dn17b#Timpunia-1	58867522	2562196	718759	3	44764
dn17b	cornell2017	hapmap3	598	dn17b#VG85-5	21232076	409125	72046	1.5	8464
dn17b	cornell2017	hapmap3	598	dn17b#SZ3	45562270	2111427	363925	2.2	39105
dn17b	cornell2017	hapmap3	598	dn17b#Seagu1117	42901749	1335053	204196	1.9	28401
dn17b	cornell2017	hapmap3	598	dn17b#Sg1533	68977949	2093392	1567751	3.3	44487
dn17b	cornell2017	hapmap3	598	dn17b#zun90110	43731497	1857890	470446	3	31807
dn17b	cornell2017	hapmap3	598	dn17b#zong3	43372249	1697656	342739	2.4	29387
dn17b	cornell2017	hapmap3	598	dn17b#zong548-1521	49916218	1776808	481565	2.1	43948
dn17b	cornell2017	hapmap3	598	dn17b#PHG72	32204724	1071573	155584	1.8	23261
dn17b	cornell2017	hapmap3	598	dn17b#ML606	43308234	1564117	198214	1.8	31494
dn17b	cornell2017	hapmap3	598	dn17b#jiu22	51542787	1696961	578875	2.2	38170
dn17b	cornell2017	hapmap3	598	dn17b#jinsui54	26327796	902810	77659	1.5	23534
dn17b	cornell2017	hapmap3	598	dn17b#PHR62	3827881	21374	593	0.9	158
dn17b	cornell2017	hapmap3	598	dn17b#S001	54233899	2612502	589591	3	45423
dn17b	cornell2017	hapmap3	598	dn17b#jian1495a	31614492	632610	54552	1.5	17616
dn17b	cornell2017	hapmap3	598	dn17b#ji870	35974321	758935	222032	1.7	17061
dn17b	cornell2017	hapmap3	598	dn17b#ji833	62596383	1970175	1006321	3	41777
dn17b	cornell2017	hapmap3	598	dn17b#jingnuo2	61763124	3124931	736855	2.9	57352
dn17b	cornell2017	hapmap3	598	dn17b#R1656	26587183	916390	76690	1.5	18493
dn17b	cornell2017	hapmap3	598	dn17b#jiao3	20925102	674957	79672	1.6	9432
dn17b	cornell2017	hapmap3	598	dn17b#mu6	43205323	1491650	228475	2.1	31637
dn17b	cornell2017	hapmap3	598	dn17b#PHT77	33405649	951067	259369	1.7	23079
dn17b	cornell2017	hapmap3	598	dn17b#PH207	22053154	473641	41568	1.4	8886
dn17b	cornell2017	hapmap3	598	dn17b#yan103	62897549	3255673	675559	2.8	62060
dn17b	cornell2017	hapmap3	598	dn17b#xun92-6	31742876	1092705	146938	1.8	22121
dn17b	cornell2017	hapmap3	598	dn17b#MBUB	62513363	1752966	817365	2.3	44087
dn17b	cornell2017	hapmap3	598	dn17b#jian1495b	25378125	763349	69138	1.5	20008
dn17b	cornell2017	hapmap3	598	dn17b#xuan6	40352657	1299136	167068	1.8	27401
dn17b	cornell2017	hapmap3	598	dn17b#xi502	81006636	4067750	1229124	4.3	60898
dn17b	cornell2017	hapmap3	598	dn17b#xingK36	49456977	2229323	636806	3.5	36396
dn17b	cornell2017	hapmap3	598	dn17b#wu109	61422926	3194572	688265	2.9	55587
dn17b	cornell2017	hapmap3	598	dn17b#wu312	48339121	2185509	448035	2.6	42505
dn17b	cornell2017	hapmap3	598	dn17b#tai184	53690607	2412880	401598	2.3	50932
dn17b	cornell2017	hapmap3	598	dn17b#wei3322	15334045	309811	23584	1.3	4909
dn17b	cornell2017	hapmap3	598	dn17b#SG17	47116301	1465797	264907	2.5	30914
dn17b	cornell2017	hapmap3	598	dn17b#SC9	27075346	773607	91813	1.6	17544
dn17b	cornell2017	hapmap3	598	dn17b#SX-4-21	39833003	1342865	268572	1.8	28882
dn17b	cornell2017	hapmap3	598	dn17b#SW153	32514967	946586	102436	1.6	19076
dn17b	cornell2017	hapmap3	598	dn17b#SS99	31263260	1047505	107978	1.6	21797
dn17b	cornell2017	hapmap3	598	dn17b#zhengbai11	23714751	477451	42041	1.4	8801
dn17b	cornell2017	hapmap3	598	dn17b#SX-6-7	56692227	1866186	477640	2.3	39640
dn17b	cornell2017	hapmap3	598	dn17b#zhongyin15	61411242	2681938	850012	4.3	42417
dn17b	cornell2017	hapmap3	598	dn17b#zhongyin10	59341635	2205905	389381	2.3	45806
dn17b	cornell2017	hapmap3	598	dn17b#daqing133	37374034	1573784	184082	1.8	34549
dn17b	cornell2017	hapmap3	598	dn17b#dupl-178	179494633	3561550	847217	4.1	78635
dn17b	cornell2017	hapmap3	598	dn17b#dan599	89744859	3882098	791250	3.4	69211
dn17b	cornell2017	hapmap3	598	dn17b#dan598	39076335	1359693	181035	1.8	31210
dn17b	cornell2017	hapmap3	598	dn17b#dan340	165264314	4543007	2687104	6.9	47459
dn17b	cornell2017	hapmap3	598	dn17b#jiao51	34090584	1531516	265966	2.3	27732
dn17b	cornell2017	hapmap3	598	dn17b#PHJ40	8528926	127942	7763	1.1	1614
dn17b	cornell2017	hapmap3	598	dn17b#PHK24	30115121	628026	78994	1.6	13650
dn17b	cornell2017	hapmap3	598	dn17b#PHK05	21771794	527576	39100	1.4	10105
dn17b	cornell2017	hapmap3	598	dn17b#duzi	32652681	1183509	130697	1.7	25840
dn17b	cornell2017	hapmap3	598	dn17b#PHN37	47986743	2134947	338699	2.2	43724
dn17b	cornell2017	hapmap3	598	dn17b#PHG24	14933834	221639	16555	1.2	4738
dn17b	cornell2017	hapmap3	598	dn17b#PHBA6	27090228	868955	102849	1.6	13580
dn17b	cornell2017	hapmap3	598	dn17b#OQ603	51518119	2051647	344412	2.2	40694
dn17b	cornell2017	hapmap3	598	dn17b#OH7	22978467	545286	61750	1.4	8903
dn17b	cornell2017	hapmap3	598	dn17b#yan156	49252782	2025365	331386	2.1	54504
dn17b	cornell2017	hapmap3	598	dn17b#yan38	41926204	1224238	244319	1.8	29433
dn17b	cornell2017	hapmap3	598	dn17b#SC30-1	25140276	738363	63501	1.4	14805
dn17b	cornell2017	hapmap3	598	dn17b#SC24-1	44799003	1589598	231145	2.1	34209
dn17b	cornell2017	hapmap3	598	dn17b#SC11-1	32335621	1093411	117292	1.6	22342
dn17b	cornell2017	hapmap3	598	dn17b#SC14	61004977	2571643	573364	2.8	48399
dn17b	cornell2017	hapmap3	598	dn17b#SC-9	21473641	474865	39536	1.4	9051
dn17b	cornell2017	hapmap3	598	dn17b#SC-14	44565915	797995	298133	1.8	21964
dn17b	cornell2017	hapmap3	598	dn17b#yan172	56587060	2240649	361917	2.2	59918
dn17b	cornell2017	hapmap3	598	dn17b#luyuan92	8155032	169729	11738	1.1	2334
dn17b	cornell2017	hapmap3	598	dn17b#y9961	45536266	1497886	189880	1.9	39019
dn17b	cornell2017	hapmap3	598	dn17b#da255	44575698	1827377	276379	2	41269
dn17b	cornell2017	hapmap3	598	dn17b#daMO	46095513	1984731	571342	3.8	30522
dn17b	cornell2017	hapmap3	598	dn17b#chihuang32	20848070	570646	44131	1.4	10482
dn17b	cornell2017	hapmap3	598	dn17b#d140	47009959	1258005	308647	2.1	26964
dn17b	cornell2017	hapmap3	598	dn17b#chi545	55484775	2732323	516035	2.5	50177
dn17b	cornell2017	hapmap3	598	dn17b#chihuang14	33839236	657467	185858	1.7	16269
dn17b	cornell2017	hapmap3	598	dn17b#cheng435	56353644	1059133	301737	2.7	23363
dn17b	cornell2017	hapmap3	598	dn17b#chengzi2142	61416575	3029746	564689	2.6	57007
dn17b	cornell2017	hapmap3	598	dn17b#PHM44	25961894	615952	62188	1.4	11327
dn17b	cornell2017	hapmap3	598	dn17b#fu8538	58227644	1744193	817708	2.4	42258
dn17b	cornell2017	hapmap3	598	dn17b#PHG86	42218585	518057	224296	2.1	11726
dn17b	cornell2017	hapmap3	598	dn17b#PHJ33	45719821	1928477	269439	2	44126
dn17b	cornell2017	hapmap3	598	dn17b#equn3	47521004	1869921	279792	2.1	43201
dn17b	cornell2017	hapmap3	598	dn17b#PHG39	29320256	839299	124637	1.7	16660
dn17b	cornell2017	hapmap3	598	dn17b#PHG47	27856697	866709	89170	1.5	17230
dn17b	cornell2017	hapmap3	598	dn17b#ning24	52145972	2204458	652618	3.1	39774
dn17b	cornell2017	hapmap3	598	dn17b#S8326	27186355	862691	120991	1.7	15876
dn17b	cornell2017	hapmap3	598	dn17b#MO113	21764288	598694	93305	1.8	10243
dn17b	cornell2017	hapmap3	598	dn17b#S37	35601985	1110338	129710	1.7	21568
dn17b	cornell2017	hapmap3	598	dn17b#S311	25885473	836269	79237	1.5	14738
dn17b	cornell2017	hapmap3	598	dn17b#S7913	35440667	1550698	292005	2.4	27144
dn17b	cornell2017	hapmap3	598	dn17b#S53	23994249	516757	49065	1.4	11367
dn17b	cornell2017	hapmap3	598	dn17b#R150	39936947	1477578	236535	2	27743
dn17b	cornell2017	hapmap3	598	dn17b#R136	37876426	1498063	188895	1.8	32160
dn17b	cornell2017	hapmap3	598	dn17b#MBNA	26198880	1064164	146841	1.6	17313
dn17b	cornell2017	hapmap3	598	dn17b#MBSJ	44773015	1663171	228617	2	32213
dn17b	cornell2017	hapmap3	598	dn17b#PHR47	23672859	593526	93665	1.4	15151
dn17b	cornell2017	hapmap3	598	dn17b#chang3	41049183	1548817	313509	2.1	26455
dn17b	cornell2017	hapmap3	598	dn17b#chang7daxian1	52463371	2555852	616631	2.7	47204
dn17b	cornell2017	hapmap3	598	dn17b#chang69	61595983	2421671	791863	2.8	47255
dn17b	cornell2017	hapmap3	598	dn17b#bai197	52472937	2250236	334117	2.1	46609
dn17b	cornell2017	hapmap3	598	dn17b#cai11-8	18313915	559788	42713	1.4	11028
dn17b	cornell2017	hapmap3	598	dn17b#baiU8112	17736537	418101	37993	1.3	6640
dn17b	cornell2017	hapmap3	598	dn17b#ning37	51871239	2116442	484813	2.4	44244
dn17b	cornell2017	hapmap3	598	dn17b#ning45	35111992	1111104	155113	1.7	21662
dn17b	cornell2017	hapmap3	598	dn17b#chen322	27702662	856103	80127	1.5	16945
dn17b	cornell2017	hapmap3	598	dn17b#chaoxianbai	32464028	981587	165170	1.7	19529
dn17b	cornell2017	hapmap3	598	dn17b#PHW79	39147313	992366	238197	2.2	20309
dn17b	cornell2017	hapmap3	598	dn17b#N68a	20494331	186318	11873	1.2	3244
dn17b	cornell2017	hapmap3	598	dn17b#PHR55	22960353	499006	79517	1.4	8306
dn17b	cornell2017	hapmap3	598	dn17b#PHW30	43010342	1434830	311196	2.5	26230
dn17b	cornell2017	hapmap3	598	dn17b#XF77	24789387	686449	66386	1.5	13388
dn17b	cornell2017	hapmap3	598	dn17b#XZ19	47744963	2079554	288863	2	40751
dn17b	cornell2017	hapmap3	598	dn17b#Y223	24100742	686750	95897	1.7	12140
dn17b	cornell2017	hapmap3	598	dn17b#Z31B	24518535	829407	84030	1.5	14143
dn17b	cornell2017	hapmap3	598	dn17b#ZPON7	51566966	2221317	393681	2.4	43990
dn17b	cornell2017	hapmap3	598	dn17b#ZS01250	23918785	630069	68003	1.5	10246
dn17b	cornell2017	hapmap3	598	dn17b#fanrong2	50445712	2277758	347289	2.1	56047
dn17b	cornell2017	hapmap3	598	dn17b#song1145	17062549	401141	38860	1.5	5945
dn17b	cornell2017	hapmap3	598	dn17b#shuangtaiwu	53699701	2337509	339362	2.1	57223
dn17b	cornell2017	hapmap3	598	dn17b#shuangM9B-1	18658049	372073	28926	1.3	6457
dn17b	cornell2017	hapmap3	598	dn17b#fangyin	66513310	3141429	852131	3.5	51160
dn17b	cornell2017	hapmap3	598	dn17b#shen5005	41871238	1623119	352401	2.4	28733
dn17b	cornell2017	hapmap3	598	dn17b#qi35	34482940	899903	147019	1.6	21379
dn17b	cornell2017	hapmap3	598	dn17b#qi318	44338686	1939134	432283	2.9	33996
dn17b	cornell2017	hapmap3	598	dn17b#oh07B	22915582	718535	57164	1.4	21158
dn17b	cornell2017	hapmap3	598	dn17b#fu8529	31545128	1081946	146219	1.7	18754
dn17b	cornell2017	hapmap3	598	dn17b#fu8527	41963426	1530629	290902	2.2	29597
dn17b	cornell2017	hapmap3	598	dn17b#e220	49410343	1408709	267472	2	37393
dn18a	hirsch2018	biomAP	60	dn18a#3IIH6	297127084	1416107	14181979	16.3	28509
dn18a	hirsch2018	biomAP	60	dn18a#A188	254440521	10889913	9600416	17.1	197397
dn18a	hirsch2018	biomAP	60	dn18a#AS5707	238681828	10355589	9487911	24.6	108497
dn18a	hirsch2018	biomAP	60	dn18a#B84	173419252	5540105	5447934	28.7	41475
dn18a	hirsch2018	biomAP	60	dn18a#CR1Ht	240168207	10082977	9751404	24.5	104503
dn18a	hirsch2018	biomAP	60	dn18a#DKHBA1	198692906	9991226	9493481	25.9	107781
dn18a	hirsch2018	biomAP	60	dn18a#FBLL	288962353	2538011	3449775	15.9	30093
dn18a	hirsch2018	biomAP	60	dn18a#LH123Ht	248098796	9314231	8425354	24.9	89836
dn18a	hirsch2018	biomAP	60	dn18a#LH145	235094237	8123506	7501558	26.2	70259
dn18a	hirsch2018	biomAP	60	dn18a#LH146Ht	312775710	5221877	5102396	15.3	81330
dn18a	hirsch2018	biomAP	60	dn18a#LH156	255514554	9834702	8921928	24.8	95986
dn18a	hirsch2018	biomAP	60	dn18a#LH168	255328637	9952833	8086449	15.6	183331
dn18a	hirsch2018	biomAP	60	dn18a#LH185	251527172	10695431	9408136	17.1	181430
dn18a	hirsch2018	biomAP	60	dn18a#LH198	306748491	1897560	2499477	15.8	23753
dn18a	hirsch2018	biomAP	60	dn18a#LH200	301614829	2956549	3318255	16.7	34037
dn18a	hirsch2018	biomAP	60	dn18a#LH59	231789629	10267284	8207466	14.1	192910
dn18a	hirsch2018	biomAP	60	dn18a#LH74	275249365	3166979	3715003	18.3	37549
dn18a	hirsch2018	biomAP	60	dn18a#LH82	242895597	10004163	8509100	17	171710
dn18a	hirsch2018	biomAP	60	dn18a#LH85	232937611	10527153	9731201	24.8	106599
dn18a	hirsch2018	biomAP	60	dn18a#LH93	189504655	10466097	10501131	26.1	112031
dn18a	hirsch2018	biomAP	60	dn18a#Mo17	226635827	10202620	9610047	25.2	103194
dn18a	hirsch2018	biomAP	60	dn18a#Mo44	337876440	9285838	7163257	19.4	95943
dn18a	hirsch2018	biomAP	60	dn18a#Mo45	208587987	10486520	10121538	25.5	107249
dn18a	hirsch2018	biomAP	60	dn18a#MoG	267598914	10550197	9396458	23.9	110063
dn18a	hirsch2018	biomAP	60	dn18a#NC230	223737014	10141442	9413539	24.7	99951
dn18a	hirsch2018	biomAP	60	dn18a#NKH8431	197267430	7090894	6533023	27.1	61128
dn18a	hirsch2018	biomAP	60	dn18a#NP899	267324778	9870546	8186676	16.6	175603
dn18a	hirsch2018	biomAP	60	dn18a#Oh43	201278827	10139051	9557212	25.7	107464
dn18a	hirsch2018	biomAP	60	dn18a#PH207	238593040	9153019	9184094	24.7	87243
dn18a	hirsch2018	biomAP	60	dn18a#PHAA0	289646534	9367271	8409166	17.5	171270
dn18a	hirsch2018	biomAP	60	dn18a#PHB47	223661484	9029096	8413763	25.7	85222
dn18a	hirsch2018	biomAP	60	dn18a#PHG29	190335937	9875476	9307304	25.9	101914
dn18a	hirsch2018	biomAP	60	dn18a#PHG35	201999802	9398103	10442871	25.6	98436
dn18a	hirsch2018	biomAP	60	dn18a#PHG39	196700839	8965183	8473799	26.4	90053
dn18a	hirsch2018	biomAP	60	dn18a#PHG47	189525256	10036219	9756215	26.1	107349
dn18a	hirsch2018	biomAP	60	dn18a#PHG50	244766641	10014334	9085410	24.4	97932
dn18a	hirsch2018	biomAP	60	dn18a#PHG72	195242268	7365772	11140686	26.1	70686
dn18a	hirsch2018	biomAP	60	dn18a#PHG83	263274753	1350352	1808028	27.3	5163
dn18a	hirsch2018	biomAP	60	dn18a#PHJ40	185446657	9597261	9194970	26.3	93531
dn18a	hirsch2018	biomAP	60	dn18a#PHJ89	276734658	9912169	8352627	16.1	190314
dn18a	hirsch2018	biomAP	60	dn18a#PHK46	259118479	10009137	8027656	14.6	192931
dn18a	hirsch2018	biomAP	60	dn18a#PHK56	268358406	10208909	8641809	16.4	190540
dn18a	hirsch2018	biomAP	60	dn18a#PHK76	275417960	10300530	8637180	17.7	186168
dn18a	hirsch2018	biomAP	60	dn18a#PHKM5	224355610	9188773	6703781	12.1	188315
dn18a	hirsch2018	biomAP	60	dn18a#PHMK0	276878812	8147466	6951741	16.8	141197
dn18a	hirsch2018	biomAP	60	dn18a#PHN11	224097311	9756201	9201921	25.4	100478
dn18a	hirsch2018	biomAP	60	dn18a#PHN46	241051875	10452488	8495781	16.8	186217
dn18a	hirsch2018	biomAP	60	dn18a#PHP02	251600605	9614376	8305628	16.9	166847
dn18a	hirsch2018	biomAP	60	dn18a#PHP38	258901078	7935758	6834842	16.3	129830
dn18a	hirsch2018	biomAP	60	dn18a#PHR03	226905626	9684456	8043957	13.9	183409
dn18a	hirsch2018	biomAP	60	dn18a#PHT11	265691727	6584002	6304057	17.3	98476
dn18a	hirsch2018	biomAP	60	dn18a#PHV78	236628180	10187323	8246906	16.2	175665
dn18a	hirsch2018	biomAP	60	dn18a#PHW52	256018004	5827565	5437719	15.6	86803
dn18a	hirsch2018	biomAP	60	dn18a#PHW65	221516221	10230285	9632898	25	105548
dn18a	hirsch2018	biomAP	60	dn18a#SCRO1	286754049	9378534	8364849	23.2	97105
dn18a	hirsch2018	biomAP	60	dn18a#W182Ngt	292834230	9437242	8296495	23.4	93755
dn18a	hirsch2018	biomAP	60	dn18a#W37A	242433389	10438392	8924499	16.9	183723
dn18a	hirsch2018	biomAP	60	dn18a#W604S	237117185	9815573	9124163	25.3	98029
dn18a	hirsch2018	biomAP	60	dn18a#W605S	214815311	10482752	10072712	25	110530
dn18a	hirsch2018	biomAP	60	dn18a#W606S	234322715	9565311	7674220	14.1	185902
